"State","District","week_17","week_18","week_19","week_20","week_21"
"Madhya Pradesh","Alirajpur",0.83,0.71,0.72,0.39,1.45
"Madhya Pradesh","Anuppur",0.89,1.06,0.8,0.79,0.74
"Madhya Pradesh","Ashoknagar",1.49,0.49,0.69,0.77,2.18
"Madhya Pradesh","Balaghat",0.89,0.95,0.97,0.73,0.66
"Madhya Pradesh","Barwani",0.7,0.95,0.77,0.39,0.62
"Madhya Pradesh","Betul",0.94,1.02,0.76,0.7,0.42
"Madhya Pradesh","Bhind",1.01,0.9,0.84,0.72,0.56
"Madhya Pradesh","Bhopal",1.05,0.92,0.89,0.65,0.84
"Madhya Pradesh","Burhanpur",0.89,0.81,1.19,0.43,0.73
"Madhya Pradesh","Chhatarpur",1.17,0.58,0.76,0.55,0.63
"Madhya Pradesh","Chhindwara",0.82,1,0.79,0.86,0.51
"Madhya Pradesh","Damoh",0.83,1.56,0.86,0.84,0.56
"Madhya Pradesh","Datia",1.28,0.73,0.86,0.37,1.37
"Madhya Pradesh","Dewas",1.08,0.9,0.77,0.92,0.53
"Madhya Pradesh","Dhar",1.26,0.97,0.71,0.67,0.5
"Madhya Pradesh","Dindori",0.83,1.23,0.84,0.86,0.62
"Madhya Pradesh","Guna",0.72,1.05,0.65,0.86,0.45
"Madhya Pradesh","Gwalior",0.99,0.96,0.74,0.44,0.53
"Madhya Pradesh","Harda",1,1.05,0.94,0.45,0.33
"Madhya Pradesh","Hoshangabad",1.01,1.03,0.78,0.75,0.42
"Madhya Pradesh","Indore",1.03,0.99,0.93,0.83,0.65
"Madhya Pradesh","Jabalpur",0.97,0.98,0.87,0.67,0.56
"Madhya Pradesh","Jhabua",1.05,0.63,0.7,0.27,1.08
"Madhya Pradesh","Katni",0.73,0.92,0.71,0.81,0.27
"Madhya Pradesh","Khandwa",1.08,1.04,0.69,0.58,1.12
"Madhya Pradesh","Khargone",1.07,0.9,0.8,0.79,0.49
"Madhya Pradesh","Mandla",0.97,0.82,0.71,0.78,0.27
"Madhya Pradesh","Mandsaur",0.98,1.48,0.74,0.71,0.62
"Madhya Pradesh","Morena",0.98,0.89,0.68,0.59,0.78
"Madhya Pradesh","Narsinghpur",1.27,0.83,0.99,0.61,0.26
"Madhya Pradesh","Neemuch",1.29,0.77,0.77,0.71,0.45
"Madhya Pradesh","Niwari",1.12,1.03,0.54,0.47,0.52
"Madhya Pradesh","Panna",1.15,0.9,0.69,0.7,0.64
"Madhya Pradesh","Raisen",0.95,1.04,0.88,0.67,0.48
"Madhya Pradesh","Rajgarh",0.62,1.35,0.82,0.6,0.85
"Madhya Pradesh","Ratlam",1.34,1.18,1.01,0.64,0.64
"Madhya Pradesh","Rewa",1.03,0.98,0.84,0.75,0.64
"Madhya Pradesh","Sagar",1.22,0.88,0.86,1.05,0.46
"Madhya Pradesh","Satna",1.05,1.03,0.77,0.61,0.51
"Madhya Pradesh","Sehore",1.12,0.96,0.81,0.67,0.59
"Madhya Pradesh","Seoni",0.85,0.91,0.67,0.78,0.65
"Madhya Pradesh","Shahdol",0.98,0.95,0.95,0.63,0.72
"Madhya Pradesh","Shajapur",0.54,0.93,1.05,0.88,0.77
"Madhya Pradesh","Sheopur",0.9,1.1,0.9,0.57,0.66
"Madhya Pradesh","Shivpuri",1.19,1.21,0.87,0.53,0.62
"Madhya Pradesh","Sidhi",1.22,0.93,1.01,0.52,0.64
"Madhya Pradesh","Singrauli",1.15,0.97,0.66,0.78,0.79
"Madhya Pradesh","Tikamgarh",1.26,0.6,0.57,0.66,0.33
"Madhya Pradesh","Ujjain",1.14,1.04,0.91,0.79,0.55
"Madhya Pradesh","Umaria",0.82,1.45,0.76,0.78,0.79
"Madhya Pradesh","Vidisha",0.83,0.94,0.7,0.66,0.83
"Mizoram","Aizawl",1.35,1.23,1.02,1.18,0.98
"Mizoram","Champhai",0.9,1.37,3.55,0.34,1.35
"Mizoram","Hnahthial",1,1,1,1,1
"Mizoram","Khawzawl",1.57,0.64,3,0.39,1.12
"Mizoram","Kolasib",2.08,1.13,1.18,1.7,0.96
"Mizoram","Lawngtlai",0.77,0.86,0.68,1.36,7.25
"Mizoram","Lunglei",0.86,5.54,0.69,1.52,0.71
"Mizoram","Mamit",6.37,0.78,0.39,0.84,1.08
"Mizoram","Saiha",1,5.71,0.89,0.37,1.92
"Mizoram","Saitual",0.88,3,1,1.1,0.47
"Mizoram","Serchhip",7.27,1.04,0.69,0.82,1.98
"Nagaland","Dimapur",2.13,1.09,1.05,0.9,0.62
"Nagaland","Kiphire",1,1,4.14,0.41,0.85
"Nagaland","Kohima",1.34,2.26,1.06,1.21,0.72
"Nagaland","Longleng",1.29,1.22,1.45,1.87,0.71
"Nagaland","Mokokchung",2.12,1.24,1.45,1.32,0.77
"Nagaland","Mon",1.43,2.7,1.18,2.08,0.27
"Nagaland","Peren",1,1.43,1.4,1.27,0.2
"Nagaland","Phek",1,1.14,2.4,1.15,1.67
"Nagaland","Tuensang",2.16,1.37,1.67,0.84,16.25
"Nagaland","Wokha",1,1,2.71,0.92,1.28
"Nagaland","Zunheboto",1,1.43,2.45,1.93,1.02
"Odisha","Angul",1.99,1.4,1.18,1.15,1.73
"Odisha","Balangir",1.22,1.05,1.06,1.09,0.83
"Odisha","Balasore",1.47,1.24,1.54,1.16,1.71
"Odisha","Bargarh",1.12,1.4,0.92,0.94,1.26
"Odisha","Bhadrak",1.29,1.54,1.06,1.59,0.55
"Odisha","Boudh",2.21,1.96,1.16,1.19,1.43
"Odisha","Cuttack",1.38,1.36,1.15,1.08,1.36
"Odisha","Deogarh",1.38,1.48,1.24,0.94,0.94
"Odisha","Dhenkanal",0.79,3.38,1.55,1.03,4.06
"Odisha","Gajapati",1.78,1.25,0.86,0.9,1.22
"Odisha","Ganjam",1.78,1,1.1,0.96,1.55
"Odisha","Jagatsinghpur",1.67,1.39,1.21,1.26,1.68
"Odisha","Jajpur",2.17,1.15,1.11,1.04,1.08
"Odisha","Jharsuguda",1.31,0.94,1.13,0.86,1.04
"Odisha","Kalahandi",1.1,1.05,1.04,0.89,1.16
"Odisha","Kandhamal",1.46,1.39,1.27,0.94,1.77
"Odisha","Kendrapara",1.18,1.62,1.34,0.97,1.62
"Odisha","Kendujhar",1.29,0.84,1.3,0.97,0.9
"Odisha","Khordha",1.29,1.11,1.09,0.97,1.23
"Odisha","Koraput",1.45,1.65,1.13,1.52,0.82
"Odisha","Malkangiri",1.68,1.77,1.03,1.45,1.17
"Odisha","Mayurbhanj",1.75,0.98,1.12,1.55,1.3
"Odisha","Nabarangapur",1.5,1.24,0.84,1.17,1
"Odisha","Nayagarh",1.48,1.58,1.17,1.05,1.24
"Odisha","Nuapada",0.97,0.79,1.15,0.78,0.41
"Odisha","Puri",1.02,1.41,1.08,0.92,1.1
"Odisha","Rayagada",1.36,1.29,1,1.12,1.26
"Odisha","Sambalpur",1.19,1.46,0.99,1.04,0.84
"Odisha","Subarnapur",1.83,1.69,1.02,1.15,0.74
"Odisha","Sundargarh",1.08,1.27,1.03,0.92,1.02
"Punjab","Amritsar",1.06,1.15,0.92,0.77,0.97
"Punjab","Barnala",1.66,0.83,1.34,1.25,0.85
"Punjab","Bathinda",1.24,1.27,1.06,0.88,0.64
"Punjab","Faridkot",1.31,1.03,1.25,0.88,0.58
"Punjab","Fatehgarh Sahib",1.09,1.53,0.94,1.26,0.61
"Punjab","Fazilka",1.43,1.31,1.43,0.83,0.93
"Punjab","Ferozepur",1.18,1.07,1.18,1.13,0.59
"Punjab","Gurdaspur",1.12,1.01,0.98,0.9,0.99
"Punjab","Hoshiarpur",1.13,1.06,1.29,0.82,1
"Punjab","Jalandhar",1.27,1.23,0.88,0.93,0.69
"Punjab","Kapurthala",1.35,0.88,1.69,0.64,0.58
"Punjab","Ludhiana",1.27,1.1,1.08,0.7,0.64
"Punjab","Mansa",1.55,1.22,1.07,0.65,3.46
"Punjab","Moga",1.13,1.15,1.02,0.76,0.57
"Punjab","Pathankot",1.2,1.3,0.98,0.98,0.61
"Punjab","Patiala",1.19,1.13,1,0.73,0.76
"Punjab","Rupnagar",1.14,1.1,1.22,0.77,0.69
"Punjab","S.A.S. Nagar",1.13,0.95,1.11,0.7,0.63
"Punjab","Sangrur",1.17,1.33,0.93,0.97,0.86
"Punjab","Shahid Bhagat Singh Nagar",1.22,1.34,0.93,1.02,0.96
"Punjab","Sri Muktsar Sahib",1.6,1.06,1.05,1.29,0.62
"Punjab","Tarn Taran",1.1,0.7,1.07,0.97,0.98
"Puducherry","Karaikal",1.09,1.27,1.4,1.04,0.9
"Puducherry","Mahe",1.2,0.95,0.92,0.92,0.9
"Puducherry","Puducherry",1.36,1.15,1.25,1,0.85
"Puducherry","Yanam",1.45,1.67,0.93,0.95,0.55
"Rajasthan","Ajmer",1.33,0.8,0.99,0.65,0.57
"Rajasthan","Alwar",1.57,0.75,1.08,0.72,0.84
"Rajasthan","BSF Camp",1,1,1,1,1
"Rajasthan","Banswara",1.96,0.64,0.73,0.77,1.1
"Rajasthan","Baran",1.09,1.39,0.57,0.74,0.72
"Rajasthan","Barmer",1.16,1.34,1.15,0.74,0.58
"Rajasthan","Bharatpur",0.97,1.17,3.27,0.63,0.29
"Rajasthan","Bhilwara",0.97,0.93,0.84,0.57,1.19
"Rajasthan","Bikaner",1.14,1.05,0.84,0.75,1.04
"Rajasthan","Bundi",1.32,0.97,0.87,0.81,0.47
"Rajasthan","Chittorgarh",1.31,1.68,0.78,0.58,0.81
"Rajasthan","Churu",0.72,2.24,0.95,0.61,0.86
"Rajasthan","Dausa",1.15,1.11,1.04,0.8,0.23
"Rajasthan","Dholpur",1.07,0.9,0.72,0.59,0.55
"Rajasthan","Dungarpur",0.84,1.2,1.18,0.56,0.63
"Rajasthan","Ganganagar",1.24,1.52,1.01,0.81,1.74
"Rajasthan","Hanumangarh",1.87,1.09,0.76,0.84,4.59
"Rajasthan","Jaipur",1.27,1.09,0.98,0.73,0.6
"Rajasthan","Jaisalmer",2.39,1.16,1.41,0.75,0.76
"Rajasthan","Jalore",1.58,0.96,0.57,0.38,2.2
"Rajasthan","Jhalawar",1.41,1.49,0.72,0.71,0.65
"Rajasthan","Jhunjhunu",1.37,1.49,1.2,0.89,1.2
"Rajasthan","Jodhpur",1.08,1.04,0.85,0.54,0.68
"Rajasthan","Karauli",1.09,1.24,0.98,0.58,1.06
"Rajasthan","Kota",0.71,0.88,1.31,0.63,0.57
"Rajasthan","Nagaur",1.03,1.13,1.12,0.75,0.67
"Rajasthan","Pali",1.95,0.96,0.58,0.73,1.39
"Rajasthan","Pratapgarh",1.49,1.11,0.6,0.73,1.66
"Rajasthan","Rajsamand",1.27,0.84,1.22,0.67,0.5
"Rajasthan","Sawai Madhopur",1.69,0.72,0.78,0.6,0.48
"Rajasthan","Sikar",1.86,0.84,0.92,0.86,0.61
"Rajasthan","Sirohi",0.75,0.99,1.09,0.59,0.59
"Rajasthan","Tonk",1.03,1.01,1.07,0.62,0.53
"Rajasthan","Udaipur",0.99,1.05,1.05,0.59,0.73
"Tamil Nadu","Ariyalur",1.23,1.4,1.61,1.37,1.58
"Tamil Nadu","Chengalpattu",1.14,1.31,1.24,0.94,0.91
"Tamil Nadu","Chennai",1.21,1.23,1.11,0.89,0.88
"Tamil Nadu","Coimbatore",1.27,1.48,1.37,1.14,1.2
"Tamil Nadu","Cuddalore",1.2,1.34,1.34,1.32,1.15
"Tamil Nadu","Dharmapuri",1.21,1.2,1.14,1.23,1.17
"Tamil Nadu","Dindigul",1.15,1.08,1.28,1.04,1.54
"Tamil Nadu","Erode",1.53,1.28,1.29,1.43,0.99
"Tamil Nadu","Kallakurichi",1.7,1,1.52,1.47,1.21
"Tamil Nadu","Kancheepuram",1.28,1.43,1.07,1.21,1.04
"Tamil Nadu","Kanyakumari",1.32,1.49,1.68,1.08,1.35
"Tamil Nadu","Karur",1.29,1.68,1.02,1.09,1.01
"Tamil Nadu","Krishnagiri",1.37,0.99,1.35,1.11,1.26
"Tamil Nadu","Madurai",1.28,1.32,1.24,1.02,1.13
"Tamil Nadu","Nagapattinam",1.47,1.16,1.07,1.58,0.79
"Tamil Nadu","Namakkal",1.29,1.23,1.04,1.07,2.3
"Tamil Nadu","Nilgiris",1.11,1.77,1.41,1.52,1.12
"Tamil Nadu","Perambalur",2.03,1.81,2.16,1.14,1.73
"Tamil Nadu","Pudukkottai",1.24,1.22,1.48,1.31,1.65
"Tamil Nadu","Ramanathapuram",1.81,1.19,1.21,1.14,1.32
"Tamil Nadu","Ranipet",1.53,1.3,0.95,1.14,1.4
"Tamil Nadu","Salem",1.2,1.19,1,1.1,1.35
"Tamil Nadu","Sivaganga",1.49,1.36,1.33,1.09,1.08
"Tamil Nadu","Tenkasi",1.22,0.94,1.49,1.17,1.04
"Tamil Nadu","Thanjavur",1.23,1.05,1.73,1.03,1.95
"Tamil Nadu","Theni",1.47,1.34,1.23,1.38,0.9
"Tamil Nadu","Thiruvallur",1.32,1.41,1.03,1.27,0.73
"Tamil Nadu","Thiruvarur",1.21,1.27,1.35,1.78,0.82
"Tamil Nadu","Thoothukkudi",1.47,1.26,1.05,1.31,0.71
"Tamil Nadu","Tiruchirappalli",1.21,1.31,1.28,1.42,1.03
"Tamil Nadu","Tirunelveli",1.57,0.97,1.16,0.83,0.92
"Tamil Nadu","Tirupathur",1.27,0.99,2.04,1.37,0.87
"Tamil Nadu","Tiruppur",1.49,1.09,1.24,1.62,1.1
"Tamil Nadu","Tiruvannamalai",1.48,0.84,2.09,0.88,2.04
"Tamil Nadu","Vellore",1.33,1.26,1.09,0.91,1.11
"Tamil Nadu","Viluppuram",1.75,1.3,1.18,0.95,1.8
"Tamil Nadu","Virudhunagar",1.46,1.07,1.8,0.95,1.68
"Tripura","Dhalai",1.67,1.67,1.56,0.83,1.68
"Tripura","Gomati",1.48,2.06,1.3,1.59,1.92
"Tripura","Khowai",1.56,1.35,1.53,1.71,1.27
"Tripura","North Tripura",1.23,2.77,1.12,1.41,1.05
"Tripura","Sipahijala",1.5,2.34,1.75,2.2,1.53
"Tripura","South Tripura",1.28,1.44,1.62,2.26,1.82
"Tripura","Unokoti",1.97,1.81,1.34,1.39,1.44
"Tripura","West Tripura",1.51,1.49,1.31,1.52,1.05
"Uttar Pradesh","Agra",1.27,0.59,0.78,0.53,0.53
"Uttar Pradesh","Aligarh",1.27,1.27,0.8,0.6,0.4
"Uttar Pradesh","Ambedkar Nagar",0.93,0.73,1.65,0.81,0.48
"Uttar Pradesh","Amethi",0.81,0.82,1.31,0.51,0.67
"Uttar Pradesh","Amroha",1.3,1.54,0.62,0.54,0.55
"Uttar Pradesh","Auraiya",0.97,0.62,1.19,0.44,0.73
"Uttar Pradesh","Ayodhya",0.93,0.74,0.97,0.76,0.47
"Uttar Pradesh","Azamgarh",1.27,1.16,0.53,0.44,0.84
"Uttar Pradesh","Baghpat",1.34,1.44,0.92,0.8,0.49
"Uttar Pradesh","Bahraich",1.11,0.79,1,0.62,0.22
"Uttar Pradesh","Ballia",1.04,0.83,1.04,0.38,0.25
"Uttar Pradesh","Balrampur",0.89,0.85,1.15,0.86,0.34
"Uttar Pradesh","Banda",1.55,0.84,0.56,0.5,0.31
"Uttar Pradesh","Barabanki",1.03,0.7,1.04,0.58,0.56
"Uttar Pradesh","Bareilly",1.3,0.71,0.98,0.37,0.58
"Uttar Pradesh","Basti",1.13,0.81,0.95,0.71,0.68
"Uttar Pradesh","Bhadohi",0.95,0.77,0.56,0.76,1.29
"Uttar Pradesh","Bijnor",1.43,0.5,1.39,0.51,0.46
"Uttar Pradesh","Budaun",1.47,1.51,0.59,0.51,0.56
"Uttar Pradesh","Bulandshahr",1.18,0.86,1.28,0.78,0.65
"Uttar Pradesh","Chandauli",0.94,0.86,0.58,0.45,0.32
"Uttar Pradesh","Chitrakoot",1.08,1.13,0.58,0.52,0.25
"Uttar Pradesh","Deoria",0.73,2.42,0.71,0.77,0.38
"Uttar Pradesh","Etah",1.44,0.86,0.73,0.6,0.34
"Uttar Pradesh","Etawah",0.85,1.05,0.72,0.5,0.54
"Uttar Pradesh","Farrukhabad",0.85,0.69,1.77,0.47,0.52
"Uttar Pradesh","Fatehpur",0.94,0.67,0.53,0.53,0.25
"Uttar Pradesh","Firozabad",1.49,0.78,0.88,0.69,0.45
"Uttar Pradesh","Gautam Buddha Nagar",1.51,1.3,0.73,0.49,0.53
"Uttar Pradesh","Ghaziabad",1.09,1.24,0.66,0.63,0.88
"Uttar Pradesh","Ghazipur",0.98,0.6,0.98,0.48,0.72
"Uttar Pradesh","Gonda",1.09,0.82,0.85,0.52,0.92
"Uttar Pradesh","Gorakhpur",1.17,0.89,0.89,0.6,0.96
"Uttar Pradesh","Hamirpur",1.28,1.08,0.31,0.48,1.22
"Uttar Pradesh","Hapur",1.35,1.31,1.13,0.5,0.53
"Uttar Pradesh","Hardoi",1.03,0.76,0.66,0.72,0.84
"Uttar Pradesh","Hathras",1.36,0.97,1.09,0.59,0.23
"Uttar Pradesh","Jalaun",0.94,1.22,1.1,0.31,0.26
"Uttar Pradesh","Jaunpur",0.93,0.88,0.67,0.73,0.68
"Uttar Pradesh","Jhansi",1.09,1.04,0.59,0.33,4.56
"Uttar Pradesh","Kannauj",1.17,0.91,0.42,0.58,0.55
"Uttar Pradesh","Kanpur Dehat",0.85,0.86,0.69,0.26,0.37
"Uttar Pradesh","Kanpur Nagar",1.14,0.68,0.49,0.49,0.66
"Uttar Pradesh","Kasganj",1.88,0.76,1.03,0.4,0.2
"Uttar Pradesh","Kaushambi",0.97,0.73,0.43,0.52,0.23
"Uttar Pradesh","Kushinagar",1.47,1.7,1.13,0.4,0.67
"Uttar Pradesh","Lakhimpur Kheri",1.2,0.85,0.7,0.55,0.49
"Uttar Pradesh","Lalitpur",0.97,1.26,0.47,0.49,0.97
"Uttar Pradesh","Lucknow",0.86,0.71,0.56,0.53,0.61
"Uttar Pradesh","Maharajganj",2.24,0.74,1.88,0.4,0.4
"Uttar Pradesh","Mahoba",1.12,1.15,0.45,0.32,1.88
"Uttar Pradesh","Mainpuri",1.34,0.71,0.74,0.6,0.45
"Uttar Pradesh","Mathura",1.12,0.94,0.82,0.66,0.19
"Uttar Pradesh","Mau",1.26,0.77,0.58,0.57,0.93
"Uttar Pradesh","Meerut",1.06,0.91,1.19,0.48,0.64
"Uttar Pradesh","Mirzapur",0.46,0.98,0.78,0.37,0.43
"Uttar Pradesh","Moradabad",1.21,1.2,0.67,0.49,0.57
"Uttar Pradesh","Muzaffarnagar",1.16,0.92,1.16,0.51,0.53
"Uttar Pradesh","Pilibhit",1.55,0.96,1.18,0.53,1.36
"Uttar Pradesh","Pratapgarh",1.56,1.1,0.64,0.49,0.39
"Uttar Pradesh","Prayagraj",0.76,0.67,0.55,0.56,0.46
"Uttar Pradesh","Rae Bareli",0.86,0.72,0.57,0.97,0.42
"Uttar Pradesh","Rampur",1.64,1.13,0.6,0.64,0.8
"Uttar Pradesh","Saharanpur",1.38,1.78,0.89,0.55,0.65
"Uttar Pradesh","Sambhal",0.76,1.58,0.65,0.49,0.51
"Uttar Pradesh","Sant Kabir Nagar",1.03,0.64,1.07,0.9,0.32
"Uttar Pradesh","Shahjahanpur",1.68,0.91,0.67,0.77,0.32
"Uttar Pradesh","Shamli",1.31,1.13,0.97,0.53,1.14
"Uttar Pradesh","Shrawasti",1.4,0.81,1.01,0.5,0.79
"Uttar Pradesh","Siddharthnagar",0.79,1.2,0.88,0.58,0.67
"Uttar Pradesh","Sitapur",0.92,0.79,1.16,0.46,0.96
"Uttar Pradesh","Sonbhadra",1.03,0.8,0.7,0.71,0.82
"Uttar Pradesh","Sultanpur",0.82,0.59,0.67,0.88,0.31
"Uttar Pradesh","Unnao",1.09,0.98,0.51,0.62,0.45
"Uttar Pradesh","Varanasi",0.9,0.7,0.76,0.57,0.7
"Uttarakhand","Almora",1.53,1.19,1.05,1.05,0.41
"Uttarakhand","Bageshwar",3.29,1.67,0.68,1.67,0.48
"Uttarakhand","Chamoli",1.98,1.5,0.95,1.22,0.74
"Uttarakhand","Champawat",1.66,1.62,0.81,0.88,0.62
"Uttarakhand","Dehradun",1.42,1.19,0.88,0.55,0.61
"Uttarakhand","Haridwar",1.42,0.73,1.12,0.72,0.74
"Uttarakhand","Nainital",1.47,1.03,0.97,0.74,0.61
"Uttarakhand","Pauri Garhwal",1.38,1.15,1.08,0.96,0.43
"Uttarakhand","Pithoragarh",1.91,2.05,0.92,0.89,1.39
"Uttarakhand","Rudraprayag",1.53,1.54,1.51,1.09,0.67
"Uttarakhand","Tehri Garhwal",0.94,1.98,1.11,0.91,0.69
"Uttarakhand","Udham Singh Nagar",1.17,1.49,0.97,0.6,1.21
"Uttarakhand","Uttarkashi",1.64,1.57,1.52,0.62,0.4
"West Bengal","Alipurduar",2.41,0.95,1.58,1.2,1.4
"West Bengal","Bankura",1.51,1.36,1.06,1.18,1.65
"West Bengal","Birbhum",1.29,0.97,1.11,0.57,0.97
"West Bengal","Cooch Behar",1.89,1.14,1.19,1.02,1.03
"West Bengal","Dakshin Dinajpur",1.99,1.22,1.14,0.8,1.03
"West Bengal","Darjeeling",1.46,1.34,1.14,1.03,0.96
"West Bengal","Hooghly",1.51,1.01,1.2,1.05,1.13
"West Bengal","Howrah",1.39,1.04,1.15,1,1.01
"West Bengal","Jalpaiguri",1.42,1.17,1.37,1.02,1.43
"West Bengal","Jhargram",3.21,1.28,1.37,1.07,1.06
"West Bengal","Kalimpong",3.09,1,1.2,1.22,0.73
"West Bengal","Kolkata",1.41,1.02,1,0.94,0.84
"West Bengal","Malda",1.22,0.9,0.83,0.71,0.83
"West Bengal","Murshidabad",1.22,0.91,1.05,0.92,0.45
"West Bengal","Nadia",1.61,1.16,1.16,0.98,1.12
"West Bengal","North 24 Parganas",1.49,1.08,1.02,1.02,0.93
"West Bengal","Paschim Bardhaman",1.38,1.07,1,0.87,0.95
"West Bengal","Paschim Medinipur",1.78,1.43,1.71,1.03,0.76
"West Bengal","Purba Bardhaman",1.56,0.96,1.19,0.93,1.08
"West Bengal","Purba Medinipur",1.55,1.18,1.26,0.92,1.08
"West Bengal","Purulia",1.36,0.68,0.88,0.74,0.66
"West Bengal","South 24 Parganas",1.4,1,1.12,1.05,1.05
"West Bengal","Uttar Dinajpur",1.34,1.16,0.97,1.06,0.8
